ID,Monthly_Revenue,Net_Profit_Margin (%),Burn_Rate_Ratio,Transaction_Count,Avg_Historical_Rating,Review_Text,Review_Volatility,Business_Tenure_Months,Repeat_Order_Rate (%),Digital_Adoption_Score,Peak_Hour_Latency,Location_Competitiveness,Sentiment_Score,Class
127263,8231546,23.12,0.742,171,5.0,Aplikasi pemesanan mudah dipakai dan responsif.,0.165,143,24.33,4.59,Low,3,0.55,Elite
127264,14804563,-17.52,1.181,101,3.4,"Kualitas tidak konsisten, kadang bagus kadang kurang.",0.592,139,22.45,2.5,High,10,-0.25,Critical
127265,3812464,18.38,0.764,169,4.29,"Pengiriman cepat, admin komunikatif. Nesciunt doloribus odit sapiente fugit.",0.379,168,21.37,5.15,Low,10,0.55,Growth
127266,5184215,-4.94,0.998,67,3.61,"Pelayanan standar, masih bisa ditingkatkan.",0.319,34,10.56,1.0,Low,9,0.0,Growth
127267,10817937,-8.28,1.081,169,3.94,"Produk cukup baik, kadang waktu tunggu agak lama.",0.492,146,25.5,3.73,Med,11,0.0,Struggling
127268,6479085,7.63,0.95,78,4.39,"Transaksi digital lancar, proses checkout tidak ribet.",0.223,83,8.99,4.86,Low,13,-0.25,Growth
127269,12792693,2.13,0.955,157,4.02,Kadang stok kosong saat jam ramai.,0.54,98,15.29,5.84,Med,7,0.0,Growth
127270,10736191,4.69,0.886,155,4.79,Kadang stok kosong saat jam ramai.,0.478,162,27.26,2.18,Med,11,0.0,Growth
127271,6823860,25.21,0.756,147,4.44,Kadang stok kosong saat jam ramai.,0.42,134,27.78,5.45,Med,6,0.0,Elite
127272,13161388,18.68,0.863,155,4.25,"Kualitas produk konsisten, harga masih masuk akal.",0.399,142,18.09,5.14,Low,8,0.2,Growth
127273,5128669,-25.61,1.223,86,3.63,Respons admin lambat dan informasi kurang jelas.,0.545,53,15.02,3.03,High,16,-0.55,Critical
127274,4122161,-10.15,1.083,54,3.39,Respons admin lambat dan informasi kurang jelas.,0.532,30,26.81,1.0,High,10,-0.55,Struggling
127275,20779828,-20.04,1.188,142,3.15,"Sudah beberapa kali order, pengalaman makin menurun.",0.606,136,11.48,1.44,High,12,-0.3,Critical
127276,4833142,20.54,0.789,78,4.44,"Pengiriman cepat, admin komunikatif.",0.323,6,22.32,2.18,Low,6,0.55,Growth
127277,11226032,-12.24,1.144,167,4.21,"Kualitas tidak konsisten, kadang bagus kadang kurang.",0.654,119,3.47,6.61,High,18,-0.25,Struggling
127278,9596272,-10.29,1.138,138,3.87,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.412,113,9.93,2.61,Med,10,0.0,Struggling
127279,9066035,-4.47,1.003,165,3.75,Pesanan sering terlambat saat jam sibuk. Est corrupti voluptatibus quis dolore aliquam placeat magnam.,0.624,138,25.09,1.0,High,9,-0.65,Struggling
127280,7738864,9.37,0.954,50,4.26,"Transaksi digital lancar, proses checkout tidak ribet.",0.441,31,21.42,3.07,Low,8,-0.25,Growth
127281,16710722,27.94,0.762,156,4.46,"Kualitas produk konsisten, harga masih masuk akal.",0.06,157,22.85,5.41,Low,8,0.2,Growth
127282,12464004,16.25,0.837,142,4.24,"Pelayanan cepat dan ramah, pesanan selalu tepat.",0.349,63,10.67,3.08,Low,8,0.8,Growth
127283,9269060,12.51,0.828,117,4.96,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.422,62,30.99,5.99,Med,7,0.0,Elite
127284,16027088,10.81,0.854,144,4.12,"Produk cukup baik, kadang waktu tunggu agak lama. Illo dignissimos veniam.",0.211,126,10.62,1.44,Low,7,0.0,Growth
127285,3689653,6.81,0.967,42,3.97,Kadang stok kosong saat jam ramai.,0.558,52,6.75,1.0,Med,12,0.0,Growth
127286,5644125,-14.36,1.124,91,3.97,Kadang stok kosong saat jam ramai. Iure nulla rerum.,0.503,48,15.32,3.82,Med,9,0.0,Struggling
127287,9458804,-6.99,1.053,179,3.51,"Produk cukup baik, kadang waktu tunggu agak lama.",0.437,177,23.11,2.83,Med,8,0.0,Struggling
127288,4053118,-21.85,1.189,83,3.47,"Kualitas tidak konsisten, kadang bagus kadang kurang.",0.643,5,21.68,2.62,High,10,-0.25,Critical
127289,7515246,3.24,0.947,122,3.9,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.127,139,28.37,2.81,Low,7,0.0,Growth
127290,8405954,-5.68,1.027,129,4.02,"Secara umum oke, hanya respon chat kadang lambat. Ab error laborum minima nulla fugiat.",0.556,142,33.51,3.44,Med,7,-0.3,Struggling
127291,10780291,1.43,0.979,140,4.0,"Secara umum oke, hanya respon chat kadang lambat. Voluptas a cum quisquam amet possimus.",0.475,141,17.32,2.01,Med,9,-0.3,Growth
127292,4482127,12.58,0.845,123,4.36,"Produk cukup baik, kadang waktu tunggu agak lama.",0.38,104,22.14,3.62,Med,6,0.0,Growth
127293,2567803,7.79,0.918,63,4.72,"Pengiriman cepat, admin komunikatif. Aliquam doloribus dolor quod.",0.06,28,6.55,4.46,Low,10,0.55,Growth
127294,18291565,1.95,1.028,147,4.32,"Secara umum oke, hanya respon chat kadang lambat.",0.495,113,23.63,5.34,Med,12,-0.3,Growth
127295,5046780,-7.96,1.032,96,3.81,Kadang stok kosong saat jam ramai.,0.461,85,21.26,1.19,Med,4,0.0,Struggling
127296,10672244,-6.61,1.076,117,3.93,Proses pembayaran sering bermasalah.,0.606,82,19.7,3.64,High,7,-0.35,Struggling
127297,19252330,-2.27,0.996,162,3.55,"Produk cukup baik, kadang waktu tunggu agak lama.",0.46,160,17.46,3.77,Med,7,0.0,Growth
127298,3829719,10.14,0.903,74,3.8,"Secara umum oke, hanya respon chat kadang lambat. Est voluptatum recusandae rem.",0.451,62,14.1,2.95,Med,7,-0.3,Growth
127299,9849268,5.42,0.918,137,4.43,"Pengiriman cepat, admin komunikatif.",0.314,135,12.27,4.44,Low,10,0.55,Growth
127300,9821114,-1.68,0.995,168,3.5,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.426,167,17.19,1.0,Med,7,0.0,Growth
127301,7051478,-17.36,1.096,156,3.34,Proses pembayaran sering bermasalah. Dolorem nemo iste minus illum molestiae corporis.,0.615,139,26.91,1.89,Med,10,-0.35,Struggling
127302,6659950,-19.73,1.191,165,2.9,Pesanan sering terlambat saat jam sibuk. Quo perspiciatis tempore dolorum.,0.755,161,19.2,1.0,High,7,-0.65,Critical
127303,3513964,-35.0,1.338,97,2.46,Proses pembayaran sering bermasalah.,0.565,82,4.85,1.0,High,11,-0.35,Critical
127304,5354013,-11.34,1.031,83,3.37,Respons admin lambat dan informasi kurang jelas.,0.475,90,2.53,1.0,High,11,-0.55,Struggling
127305,18798874,-13.55,1.13,145,3.96,"Produk cukup baik, kadang waktu tunggu agak lama.",0.527,108,27.74,1.8,Med,12,0.0,Struggling
127306,11597819,-6.88,1.092,142,3.85,"Kualitas tidak konsisten, kadang bagus kadang kurang.",0.573,172,20.91,3.91,High,10,-0.25,Struggling
127307,10688337,-16.21,1.143,138,3.54,"Pelayanan standar, masih bisa ditingkatkan.",0.467,82,21.25,1.73,Med,7,0.0,Struggling
127308,10060337,-11.77,1.096,161,4.39,Pesanan sering terlambat saat jam sibuk. Maxime est quasi corporis.,0.574,150,29.95,6.34,High,16,-0.65,Struggling
127309,4691857,6.4,0.969,94,4.28,Kadang stok kosong saat jam ramai.,0.199,79,22.96,3.1,Med,5,0.0,Growth
127310,4788457,6.0,0.933,80,4.18,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.56,48,8.12,2.85,Med,6,0.0,Growth
127311,4462529,11.05,0.898,115,4.38,"Transaksi digital lancar, proses checkout tidak ribet.",0.116,19,21.75,6.23,Low,15,-0.25,Growth
127312,16087439,-12.29,1.059,179,3.86,"Produk cukup baik, kadang waktu tunggu agak lama. Ipsum provident amet qui illo.",0.46,119,26.28,6.01,Med,13,0.0,Struggling
127313,24064829,-5.83,1.047,202,3.93,"Produk cukup baik, kadang waktu tunggu agak lama. Cumque rerum necessitatibus aut fugiat.",0.688,151,26.66,4.45,Med,9,0.0,Struggling
127314,4076481,4.22,0.942,68,4.26,"Pengiriman cepat, admin komunikatif.",0.286,22,13.3,3.31,Low,12,0.55,Growth
127315,3454920,-11.52,1.144,38,3.31,Pesanan sering terlambat saat jam sibuk.,0.558,52,15.69,1.33,High,10,-0.65,Struggling
127316,7281836,10.1,0.885,119,5.0,"Harga dan kualitas seimbang, pengalaman biasa saja. Vero facilis quasi quos amet est maiores.",0.434,89,22.01,5.29,Med,7,0.0,Growth
127317,13195398,-19.06,1.162,121,4.25,"Secara umum oke, hanya respon chat kadang lambat.",0.417,146,12.21,1.72,Med,12,-0.3,Struggling
127318,10734420,-2.2,1.033,153,3.62,Proses pembayaran sering bermasalah. Exercitationem animi quae explicabo.,0.624,127,12.18,1.9,High,8,-0.35,Struggling
127319,1500000,-2.76,0.957,31,4.0,Kadang stok kosong saat jam ramai.,0.337,13,20.26,1.0,Med,10,0.0,Growth
127320,15611987,-22.78,1.204,196,3.39,"Sudah beberapa kali order, pengalaman makin menurun.",0.464,148,14.94,4.68,Med,16,-0.3,Critical
127321,6071087,-1.33,0.989,127,3.63,"Secara umum oke, hanya respon chat kadang lambat. Ut quasi tenetur minus ratione laudantium.",0.497,111,29.35,3.83,Med,8,-0.3,Growth
127322,13254356,18.69,0.858,173,4.51,"Harga dan kualitas seimbang, pengalaman biasa saja. Dolore minus quasi et iusto maxime quas ipsam.",0.32,179,38.12,4.27,Med,7,0.0,Elite
127323,13560147,10.72,0.907,158,4.41,"Pelayanan cepat dan ramah, pesanan selalu tepat.",0.243,157,28.19,5.71,Low,5,0.8,Growth
127324,7749988,-9.8,1.005,131,3.88,Kadang stok kosong saat jam ramai.,0.485,156,28.06,2.28,Med,10,0.0,Struggling
127325,12447500,-11.4,1.061,117,3.3,Harga naik tapi layanan tidak membaik.,0.483,110,14.32,1.0,Med,10,-0.2,Struggling
127326,10311538,15.93,0.798,138,4.15,"Harga dan kualitas seimbang, pengalaman biasa saja. Doloribus ipsum aspernatur qui atque placeat deleniti.",0.263,99,25.9,3.27,Med,7,0.0,Growth
127327,7725746,-24.89,1.195,99,3.09,Respons admin lambat dan informasi kurang jelas. Voluptates labore ipsum aliquid.,0.509,60,17.29,3.23,Med,11,-0.55,Critical
127328,5498258,25.38,0.808,191,4.51,"Transaksi digital lancar, proses checkout tidak ribet.",0.218,103,22.25,6.56,Low,8,-0.25,Growth
127329,8351962,-17.63,1.17,98,3.34,"Sudah beberapa kali order, pengalaman makin menurun.",0.718,85,22.9,5.04,High,9,-0.3,Struggling
127330,5074721,8.83,0.925,69,4.44,"Kualitas produk konsisten, harga masih masuk akal.",0.195,11,18.71,4.59,Low,6,0.2,Growth
127331,9644527,22.9,0.778,95,4.77,"Secara umum oke, hanya respon chat kadang lambat.",0.474,10,27.18,5.41,Med,6,-0.3,Elite
127332,12790639,7.06,0.966,85,4.43,Selalu repeat order karena kualitasnya terjaga. Cumque eos a.,0.243,86,39.58,7.3,Low,6,0.25,Growth
127333,10372524,-10.23,1.031,105,3.79,Kadang stok kosong saat jam ramai.,0.5,94,26.46,3.17,Med,11,0.0,Struggling
127334,4119497,-19.98,1.167,78,3.48,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.526,26,23.08,2.69,Med,11,0.0,Struggling
127335,9784555,-24.27,1.189,86,3.78,"Pelayanan standar, masih bisa ditingkatkan. Nemo nesciunt accusamus sed molestias accusantium.",0.228,47,3.8,3.5,Low,12,0.0,Critical
127336,1658801,-13.85,1.134,50,3.29,"Sudah beberapa kali order, pengalaman makin menurun.",0.526,12,6.08,1.39,Med,8,-0.3,Struggling
127337,8955017,8.64,0.922,189,4.77,Kadang stok kosong saat jam ramai.,0.403,122,24.01,6.66,Med,4,0.0,Growth
127338,3418934,-35.0,1.444,53,1.99,"Kualitas tidak konsisten, kadang bagus kadang kurang.",0.673,14,13.71,1.0,High,10,-0.25,Critical
127339,8205292,-1.56,0.917,76,4.09,"Produk cukup baik, kadang waktu tunggu agak lama.",0.445,61,14.02,2.84,Med,12,0.0,Growth
127340,9645525,-20.15,1.147,125,3.26,"Sudah beberapa kali order, pengalaman makin menurun.",0.482,84,18.75,2.75,Med,9,-0.3,Struggling
127341,20227046,-18.75,1.178,165,4.2,Kadang stok kosong saat jam ramai.,0.526,129,14.57,5.39,Med,12,0.0,Critical
127342,7721822,21.15,0.798,153,4.61,Selalu repeat order karena kualitasnya terjaga. Exercitationem fugit deserunt at hic ex.,0.2,106,21.31,4.76,Low,8,0.25,Growth
127343,3189054,27.06,0.709,77,5.0,Aplikasi pemesanan mudah dipakai dan responsif.,0.202,25,33.21,8.87,Low,8,0.55,Elite
127344,4663956,-14.78,1.142,115,4.25,Harga naik tapi layanan tidak membaik. Ex voluptas magnam quam.,0.695,168,25.28,1.27,High,9,-0.2,Struggling
127345,3662601,-11.22,1.096,144,3.41,Respons admin lambat dan informasi kurang jelas.,0.56,106,31.89,2.78,High,11,-0.55,Struggling
127346,4933115,0.16,1.012,136,3.9,"Secara umum oke, hanya respon chat kadang lambat.",0.454,96,23.68,5.48,Med,14,-0.3,Growth
127347,4521999,6.3,0.933,67,4.54,"Pengiriman cepat, admin komunikatif.",0.128,57,14.67,2.58,Low,8,0.55,Growth
127348,5934344,1.44,0.963,160,3.82,Kadang stok kosong saat jam ramai.,0.626,119,15.19,3.65,Med,14,0.0,Growth
127349,5590483,13.6,0.792,105,4.68,Aplikasi pemesanan mudah dipakai dan responsif.,0.254,55,17.78,3.78,Low,7,0.55,Growth
127350,5931812,23.54,0.747,128,4.73,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.394,141,14.88,5.22,Med,5,0.0,Growth
127351,14618652,-1.62,0.982,72,3.78,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.51,41,24.19,4.95,Med,8,0.0,Growth
127352,8676772,5.96,0.928,144,4.24,"Secara umum oke, hanya respon chat kadang lambat.",0.412,97,10.87,5.24,Med,9,-0.3,Growth
127353,15979139,27.84,0.717,120,4.92,"Transaksi digital lancar, proses checkout tidak ribet. Facere nihil consequatur tempora non accusantium.",0.263,18,21.72,4.13,Low,13,-0.25,Growth
127354,5480580,-24.88,1.251,136,2.3,Pesanan sering terlambat saat jam sibuk. Unde possimus tempore vel.,0.662,160,10.6,2.68,High,14,-0.65,Critical
127355,3043058,7.31,0.942,64,3.95,"Secara umum oke, hanya respon chat kadang lambat. Blanditiis nostrum blanditiis expedita accusantium temporibus.",0.406,15,7.58,3.0,Med,8,-0.3,Growth
127356,2668390,-17.31,1.155,106,3.89,"Pelayanan standar, masih bisa ditingkatkan.",0.541,122,36.58,4.16,Med,12,0.0,Struggling
127357,21934269,4.63,0.947,140,4.52,Kadang stok kosong saat jam ramai.,0.284,94,23.57,4.57,Med,7,0.0,Growth
127358,16261810,15.25,0.793,186,4.73,Aplikasi pemesanan mudah dipakai dan responsif.,0.217,118,25.9,4.79,Low,7,0.55,Elite
127359,4485491,-5.77,0.987,123,3.81,"Produk cukup baik, kadang waktu tunggu agak lama.",0.48,101,19.86,2.44,Med,6,0.0,Growth
127360,9177744,-30.33,1.23,111,3.23,Proses pembayaran sering bermasalah. Saepe maiores voluptate corrupti qui.,0.595,116,14.8,1.63,High,8,-0.35,Critical
127361,18454447,-11.11,1.062,226,3.81,"Kualitas tidak konsisten, kadang bagus kadang kurang.",0.496,148,37.25,5.46,High,7,-0.25,Struggling
127362,3813799,0.8,0.961,55,3.75,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.38,31,8.22,2.89,Med,10,0.0,Growth
127363,10679591,-3.03,1.043,160,3.93,Kadang stok kosong saat jam ramai. Numquam quas perferendis.,0.498,134,25.62,4.01,Med,12,0.0,Growth
127364,3506963,-9.44,1.039,82,3.72,Proses pembayaran sering bermasalah.,0.587,39,6.51,1.0,High,8,-0.35,Struggling
127365,2421423,-18.5,1.115,52,3.92,"Secara umum oke, hanya respon chat kadang lambat.",0.242,38,2.94,1.83,Med,12,-0.3,Struggling
127366,11683214,-16.7,1.121,127,3.56,"Sudah beberapa kali order, pengalaman makin menurun.",0.65,150,9.88,1.0,High,9,-0.3,Struggling
127367,4374962,0.86,0.959,89,3.9,"Produk cukup baik, kadang waktu tunggu agak lama.",0.353,21,10.3,4.51,Med,10,0.0,Growth
127368,34834687,17.67,0.794,198,4.19,"Pelayanan standar, masih bisa ditingkatkan.",0.371,169,39.23,5.73,Med,7,0.0,Growth
127369,11263238,6.8,0.914,85,3.99,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.655,9,13.99,3.31,Med,9,0.0,Growth
127370,7296984,31.76,0.707,107,5.0,Selalu repeat order karena kualitasnya terjaga. Consectetur doloribus ea optio.,0.184,29,13.67,6.87,Low,8,0.25,Growth
127371,10684967,-7.3,1.054,161,4.15,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.305,118,16.37,3.95,Med,14,0.0,Struggling
127372,4257896,-5.25,1.004,115,3.73,"Produk cukup baik, kadang waktu tunggu agak lama.",0.476,160,9.5,1.16,Med,13,0.0,Struggling
127373,4447440,5.29,0.972,110,4.43,Kadang stok kosong saat jam ramai.,0.442,79,17.09,5.52,Med,12,0.0,Growth
127374,13131907,-22.51,1.218,86,3.43,"Sudah beberapa kali order, pengalaman makin menurun. Quidem eveniet exercitationem fuga possimus natus.",0.598,99,28.61,3.92,High,13,-0.3,Critical
127375,9700527,5.36,0.934,156,4.44,Selalu repeat order karena kualitasnya terjaga.,0.204,127,27.56,6.6,Low,12,0.25,Growth
127376,4065122,-6.59,1.005,53,3.85,"Secara umum oke, hanya respon chat kadang lambat.",0.544,38,29.48,1.84,Med,9,-0.3,Struggling
127377,16405423,-3.36,1.024,151,3.91,"Produk cukup baik, kadang waktu tunggu agak lama.",0.655,102,31.15,2.31,Med,7,0.0,Growth
127378,8340016,14.61,0.89,99,4.62,Aplikasi pemesanan mudah dipakai dan responsif.,0.315,26,21.33,4.38,Low,8,0.55,Growth
127379,4042279,8.32,0.882,85,4.34,"Harga dan kualitas seimbang, pengalaman biasa saja. Nostrum nihil beatae neque aspernatur dolores.",0.395,66,38.8,1.71,Med,8,0.0,Growth
127380,11752512,14.44,0.868,130,4.7,Selalu repeat order karena kualitasnya terjaga. Maiores consequatur fugit.,0.218,99,28.78,4.29,Low,7,0.25,Elite
127381,8410730,1.92,0.968,148,4.25,"Produk cukup baik, kadang waktu tunggu agak lama.",0.436,155,23.57,3.73,Med,8,0.0,Growth
127382,5763501,14.74,0.85,153,4.38,Kadang stok kosong saat jam ramai.,0.544,88,26.33,4.56,Med,7,0.0,Growth
127383,8902080,12.0,0.852,115,3.96,"Pelayanan standar, masih bisa ditingkatkan. Iste nam aliquam praesentium sed.",0.415,141,18.69,3.79,Med,7,0.0,Growth
127384,1935095,1.78,0.949,86,4.24,"Produk cukup baik, kadang waktu tunggu agak lama.",0.308,40,21.37,3.6,Med,9,0.0,Growth
127385,10147165,14.74,0.826,137,4.05,"Pelayanan standar, masih bisa ditingkatkan.",0.338,94,18.88,2.97,Low,4,0.0,Growth
127386,7738692,-0.34,0.971,109,3.77,"Produk cukup baik, kadang waktu tunggu agak lama. Sint perspiciatis nemo id eaque ad.",0.557,91,4.09,3.71,Med,5,0.0,Growth
127387,6208630,-3.97,1.046,106,3.79,Pesanan sering terlambat saat jam sibuk.,0.576,146,19.47,1.0,High,11,-0.65,Struggling
127388,12463917,0.08,0.991,229,4.13,"Produk cukup baik, kadang waktu tunggu agak lama.",0.473,177,37.37,8.1,Med,6,0.0,Growth
127389,7716702,10.75,0.946,164,4.45,"Pelayanan standar, masih bisa ditingkatkan.",0.331,139,18.14,3.78,Med,11,0.0,Growth
127390,10353724,-6.55,1.005,116,3.89,"Secara umum oke, hanya respon chat kadang lambat. Saepe tenetur aperiam at itaque exercitationem temporibus.",0.292,23,26.48,3.31,Low,6,-0.3,Struggling
127391,8681536,-30.33,1.236,161,3.39,"Sudah beberapa kali order, pengalaman makin menurun. Officiis eaque ipsa.",0.611,144,29.08,2.33,High,8,-0.3,Critical
127392,3248676,-6.03,1.067,72,3.93,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.415,23,21.75,1.76,Med,10,0.0,Struggling
127393,6410226,20.06,0.795,154,4.51,"Transaksi digital lancar, proses checkout tidak ribet.",0.225,172,34.52,4.88,Low,4,-0.25,Elite
127394,9004081,3.58,0.983,87,4.48,"Pelayanan cepat dan ramah, pesanan selalu tepat.",0.276,23,15.37,6.08,Low,14,0.8,Growth
127395,12048976,11.83,0.863,143,4.65,Selalu repeat order karena kualitasnya terjaga.,0.275,68,11.56,4.75,Low,7,0.25,Growth
127396,4455380,-14.88,1.113,117,3.73,"Kualitas tidak konsisten, kadang bagus kadang kurang.",0.656,149,18.9,3.16,High,13,-0.25,Struggling
127397,1821128,4.91,0.853,64,3.84,"Produk cukup baik, kadang waktu tunggu agak lama.",0.288,22,18.04,2.28,Med,9,0.0,Growth
127398,1500000,-17.44,1.142,38,3.85,"Secara umum oke, hanya respon chat kadang lambat.",0.384,5,20.02,2.56,Med,12,-0.3,Critical
127399,20545647,5.01,0.996,182,4.22,Kadang stok kosong saat jam ramai.,0.331,165,20.83,4.3,Med,7,0.0,Growth
127400,7091933,-0.24,0.967,119,4.24,"Sudah beberapa kali order, pengalaman makin menurun. Voluptate provident itaque animi.",0.572,85,20.62,3.23,High,9,-0.3,Growth
127401,11193045,-15.86,1.113,158,3.35,"Kualitas tidak konsisten, kadang bagus kadang kurang.",0.534,145,11.55,1.03,Med,7,-0.25,Struggling
127402,10790234,-7.2,1.036,125,3.92,Kadang stok kosong saat jam ramai. Fugit possimus exercitationem qui.,0.255,148,15.28,2.63,Low,8,0.0,Struggling
127403,6649522,-1.46,0.991,170,4.34,"Pelayanan standar, masih bisa ditingkatkan.",0.578,152,17.56,3.45,Med,9,0.0,Growth
127404,1500000,7.93,0.904,42,3.96,"Secara umum oke, hanya respon chat kadang lambat.",0.454,59,9.99,1.42,Med,5,-0.3,Growth
127405,11250101,-34.2,1.356,76,1.95,Harga naik tapi layanan tidak membaik.,0.57,61,9.15,1.0,High,15,-0.2,Critical
127406,3034738,12.1,0.892,99,4.58,Selalu repeat order karena kualitasnya terjaga. Amet dolor deleniti earum.,0.139,61,24.58,4.49,Low,10,0.25,Growth
127407,4584747,34.47,0.649,97,4.44,"Pelayanan cepat dan ramah, pesanan selalu tepat. Nisi ducimus fugiat ipsam accusantium eveniet eveniet.",0.191,19,36.06,5.04,Low,6,0.8,Elite
127408,7451159,18.04,0.784,102,4.57,"Pengiriman cepat, admin komunikatif.",0.084,13,18.72,4.6,Low,10,0.55,Growth
127409,16718130,7.95,0.876,134,4.26,"Produk cukup baik, kadang waktu tunggu agak lama.",0.383,132,23.71,2.06,Med,7,0.0,Growth
127410,8230961,7.65,0.924,140,4.34,"Harga dan kualitas seimbang, pengalaman biasa saja. Modi eligendi harum officiis sunt deleniti consequatur quo.",0.422,140,12.59,4.44,Med,10,0.0,Growth
127411,8640384,0.25,0.969,122,4.78,"Pelayanan standar, masih bisa ditingkatkan. Blanditiis vitae exercitationem rem ullam.",0.462,113,26.0,6.07,Med,14,0.0,Growth
127412,6516750,-15.83,1.072,92,3.46,Proses pembayaran sering bermasalah. Cupiditate asperiores sed corrupti modi cum.,0.691,19,14.62,3.33,High,14,-0.35,Struggling
127413,4065627,-15.56,1.134,146,3.9,"Sudah beberapa kali order, pengalaman makin menurun.",0.514,92,29.64,7.41,High,11,-0.3,Struggling
127414,6873067,9.02,0.96,138,4.82,"Pengiriman cepat, admin komunikatif.",0.235,49,29.57,6.99,Low,6,0.55,Growth
127415,13143826,17.72,0.853,125,4.67,"Produk cukup baik, kadang waktu tunggu agak lama.",0.482,121,24.56,3.52,Low,4,0.0,Elite
127416,6799868,19.44,0.811,188,3.98,Kadang stok kosong saat jam ramai.,0.123,168,23.82,3.81,Low,7,0.0,Growth
